method,problem_id,candidate_id,problem_type,difficulty,selected,executable,status,objective,reference_objective,score,objective_correct,relative_error,structure_score,semantic_consistency_score,sirl_like_lp_stats_score,optargus_like_audit_score,optirepair_like_repair_score,selection_policy,uses_reference_objective_for_selection,runtime_sec,repair_feedback_count,error,expected_inventory_balance,detected_inventory_balance,expected_order_variable,detected_order_variable,expected_inventory_variable,detected_inventory_variable,expected_shortage_variable,detected_shortage_variable,expected_capacity_constraint,detected_capacity_constraint,expected_binary_order_variable,detected_binary_order_variable,expected_big_m_constraint,detected_big_m_constraint,expected_lead_time,detected_lead_time,expected_holding_cost,detected_holding_cost,expected_shortage_cost,detected_shortage_cost,expected_fixed_order_cost,detected_fixed_order_cost
,multi_item_capacity_0001,cand_0_syntax_error,multi_item_capacity,hard,False,False,Error,,426.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.38346159999491647,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\multi_item_capacity_0001\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\multi_item_capacity_0001\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,multi_item_capacity_0001,cand_1_remove_inventory_balance,multi_item_capacity,hard,False,True,Optimal,0.0,426.0,0.9,0.0,1.0,0.8,0.8,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.40459410002222285,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0001,cand_2_remove_capacity_constraint,multi_item_capacity,hard,False,True,Optimal,426.0,426.0,0.9,1.0,0.0,0.8,0.8,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4029902999754995,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0001,cand_3_remove_big_m_constraint,multi_item_capacity,hard,False,True,Optimal,0.0,426.0,0.9,0.0,1.0,0.8,0.8,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3946701999520883,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0001,cand_4_correct,multi_item_capacity,hard,False,True,Optimal,426.0,426.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43118169996887445,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0002,cand_0_syntax_error,multi_item_capacity,hard,False,False,Error,,1610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4118400000152178,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\multi_item_capacity_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\multi_item_capacity_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,multi_item_capacity_0002,cand_1_remove_inventory_balance,multi_item_capacity,hard,False,True,Optimal,0.0,1610.0,0.9,0.0,1.0,0.8,0.8,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4056222999934107,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0002,cand_2_remove_capacity_constraint,multi_item_capacity,hard,False,True,Optimal,1610.0,1610.0,0.9,1.0,0.0,0.8,0.8,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.41384090000065044,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0002,cand_3_remove_big_m_constraint,multi_item_capacity,hard,False,True,Optimal,0.0,1610.0,0.9,0.0,1.0,0.8,0.8,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3935513000469655,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0002,cand_4_correct,multi_item_capacity,hard,False,True,Optimal,1610.0,1610.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43137140001636,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
,fixed_order_cost_big_m_0000,cand_0_syntax_error,fixed_order_cost_big_m,hard,False,False,Error,,756.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.38420730002690107,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\fixed_order_cost_big_m_0000\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\fixed_order_cost_big_m_0000\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,fixed_order_cost_big_m_0000,cand_1_remove_inventory_balance,fixed_order_cost_big_m,hard,False,True,Optimal,0.0,756.0,0.7857142857142857,0.0,1.0,0.5714285714285714,0.5714285714285714,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.40684389998205006,3,,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
,fixed_order_cost_big_m_0000,cand_2_remove_capacity_constraint,fixed_order_cost_big_m,hard,False,True,Optimal,0.0,756.0,0.7857142857142857,0.0,1.0,0.5714285714285714,0.5714285714285714,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4394703999860212,3,,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
,fixed_order_cost_big_m_0000,cand_3_remove_big_m_constraint,fixed_order_cost_big_m,hard,False,True,Optimal,498.0,756.0,0.9285714285714286,0.0,0.3412698412698413,0.8571428571428571,0.8571428571428571,0.96,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4197435000096448,1,,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True
,fixed_order_cost_big_m_0000,cand_4_correct,fixed_order_cost_big_m,hard,False,True,Optimal,756.0,756.0,1.0,1.0,0.0,1.0,1.0,0.96,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44049570005154237,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
,fixed_order_cost_big_m_0001,cand_0_syntax_error,fixed_order_cost_big_m,hard,False,False,Error,,727.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3955137000302784,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\fixed_order_cost_big_m_0001\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\fixed_order_cost_big_m_0001\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,fixed_order_cost_big_m_0001,cand_1_remove_inventory_balance,fixed_order_cost_big_m,hard,False,True,Optimal,0.0,727.0,0.7857142857142857,0.0,1.0,0.5714285714285714,0.5714285714285714,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.39286490000085905,3,,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
,fixed_order_cost_big_m_0001,cand_2_remove_capacity_constraint,fixed_order_cost_big_m,hard,False,True,Optimal,0.0,727.0,0.7857142857142857,0.0,1.0,0.5714285714285714,0.5714285714285714,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3974904000060633,3,,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
,fixed_order_cost_big_m_0001,cand_3_remove_big_m_constraint,fixed_order_cost_big_m,hard,False,True,Optimal,640.0,727.0,0.9285714285714286,0.0,0.11966987620357634,0.8571428571428571,0.8571428571428571,0.928,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4045938000199385,1,,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True
,fixed_order_cost_big_m_0001,cand_4_correct,fixed_order_cost_big_m,hard,False,True,Optimal,727.0,727.0,1.0,1.0,0.0,1.0,1.0,0.96,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.443124599987641,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
,fixed_order_cost_big_m_0002,cand_0_syntax_error,fixed_order_cost_big_m,hard,False,False,Error,,843.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4112745000165887,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\fixed_order_cost_big_m_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\fixed_order_cost_big_m_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,fixed_order_cost_big_m_0002,cand_1_remove_inventory_balance,fixed_order_cost_big_m,hard,False,True,Optimal,0.0,843.0,0.7857142857142857,0.0,1.0,0.5714285714285714,0.5714285714285714,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3966391000431031,3,,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
,fixed_order_cost_big_m_0002,cand_2_remove_capacity_constraint,fixed_order_cost_big_m,hard,False,True,Optimal,0.0,843.0,0.7857142857142857,0.0,1.0,0.5714285714285714,0.5714285714285714,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.396715699986089,3,,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
,fixed_order_cost_big_m_0002,cand_3_remove_big_m_constraint,fixed_order_cost_big_m,hard,False,True,Optimal,720.0,843.0,0.9285714285714286,0.0,0.14590747330960854,0.8571428571428571,0.8571428571428571,0.96,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4043768999981694,1,,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True
,fixed_order_cost_big_m_0002,cand_4_correct,fixed_order_cost_big_m,hard,False,True,Optimal,843.0,843.0,1.0,1.0,0.0,1.0,1.0,0.96,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.437115500040818,0,,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True
